Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count
Vacation Sports,2009.0,0.09,0.01,0.0,0.01,0.11,24.0
PDC World Championship Darts: Pro Tour,2010.0,0.0,0.09,0.0,0.01,0.11,24.0
Hollywood Squares,2010.0,0.1,0.0,0.0,0.01,0.11,24.0
Dr. Seuss' The Cat in the Hat,2003.0,0.08,0.02,0.0,0.0,0.11,24.0
Irozuki Tingle no Koi no Balloon Trip,2009.0,0.0,0.0,0.11,0.0,0.11,24.0
Silly Bandz: Play The Craze,2010.0,0.1,0.0,0.0,0.01,0.11,24.0
RIGS: Mechanized Combat League,2016.0,0.03,0.05,0.01,0.02,0.11,76.0
Final Fantasy I & II,1994.0,0.0,0.0,0.11,0.0,0.11,24.0
Starsky & Hutch,2003.0,0.08,0.02,0.0,0.0,0.11,24.0
Hellboy: The Science of Evil,2008.0,0.1,0.0,0.0,0.01,0.11,9.0
Langrisser IV,1997.0,0.0,0.0,0.11,0.0,0.11,24.0
ATV Quad Kings,2010.0,0.1,0.0,0.0,0.01,0.11,24.0
FoxKids.com Micro Maniacs Racing,2000.0,0.06,0.04,0.0,0.01,0.11,24.0
Hexen: Beyond Heretic,1997.0,0.06,0.04,0.0,0.01,0.11,24.0
NBA Live 16,2015.0,0.09,0.01,0.0,0.01,0.11,62.0
Arcade Party Pak,1999.0,0.06,0.04,0.0,0.01,0.11,24.0
Deus Ex: Human Revolution,2013.0,0.05,0.05,0.0,0.01,0.11,24.0
Sonic Generations,2011.0,0.02,0.07,0.0,0.02,0.11,337.0
Kotoba no Puzzle: Mojipittan Daijiten,2004.0,0.0,0.0,0.11,0.0,0.11,24.0
Yamaha Supercross,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Hitman Trilogy,2007.0,0.05,0.04,0.0,0.01,0.11,24.0
Dragon Quest & Final Fantasy in Itadaki Street Portable,2006.0,0.0,0.0,0.11,0.0,0.11,24.0
Astro Boy: The Video Game,2009.0,0.1,0.0,0.0,0.01,0.11,4.0
Railroad Tycoon II,1999.0,0.06,0.04,0.0,0.01,0.11,24.0
The Cheetah Girls: Pop Star Sensations,2007.0,0.1,0.0,0.0,0.01,0.11,24.0
Kirarin * Revolution: Kira Kira Idol Audition,2006.0,0.0,0.0,0.11,0.0,0.11,24.0
Rock Band: Metal Track Pack,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Ranma 1/2: Akanekodan Teki Hihou,1993.0,0.0,0.0,0.11,0.0,0.11,24.0
Grand Theft Auto: San Andreas,2008.0,0.08,0.02,0.0,0.01,0.11,46.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,0.07,0.03,0.0,0.01,0.11,24.0
Planet 51,2009.0,0.07,0.03,0.0,0.01,0.11,24.0
The BIGS,2007.0,0.1,0.0,0.0,0.01,0.11,24.0
[Prototype 2],2012.0,0.07,0.03,0.0,0.01,0.11,389.0
Zombie Army Trilogy,2015.0,0.05,0.05,0.0,0.01,0.11,40.0
Happy Feet Two,2008.0,0.09,0.0,0.0,0.01,0.11,24.0
Victory Zone,1995.0,0.0,0.0,0.1,0.01,0.11,24.0
Cabela's North American Adventures,2010.0,0.1,0.0,0.0,0.01,0.11,4.0
Rengoku: The Tower of Purgatory,2005.0,0.1,0.0,0.0,0.01,0.11,22.0
Cabela's Adventure Camp,2011.0,0.06,0.03,0.0,0.02,0.11,24.0
Goal Storm '97,1996.0,0.01,0.0,0.09,0.01,0.11,24.0
Paws & Claws: Pet Resort,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Bust-A-Move DS,2005.0,0.08,0.02,0.0,0.01,0.11,6.0
Dynasty Warriors Advance,2005.0,0.08,0.03,0.0,0.0,0.11,24.0
God Eater 2: Rage Burst,2015.0,0.0,0.01,0.09,0.0,0.11,79.0
Pachi-Slot Aruze Oukoku 3,2000.0,0.0,0.0,0.1,0.01,0.11,24.0
Tournament Pool,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Rock Band Track Pack: Classic Rock,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Aqua Aqua,2000.0,0.05,0.04,0.0,0.01,0.11,24.0
BlazBlue: Continuum Shift II,2011.0,0.05,0.01,0.04,0.01,0.11,19.0
Cats & Dogs: The Revenge of Kitty Galore,2010.0,0.1,0.0,0.0,0.01,0.11,24.0
Mega Man Zero 4,2005.0,0.08,0.03,0.0,0.0,0.11,21.0
NASCAR '14,2014.0,0.09,0.0,0.0,0.02,0.11,20.0
Where the Wild Things Are,2009.0,0.09,0.01,0.0,0.01,0.11,4.0
Black Bass with Blue Marlin,1999.0,0.06,0.04,0.0,0.01,0.11,24.0
DJ Max Fever,2009.0,0.09,0.0,0.0,0.01,0.11,13.0
Mega Man Battle Network 5: Double Team DS (JP sales),2005.0,0.0,0.0,0.11,0.0,0.11,24.0
Shrek: Forever After,2010.0,0.1,0.0,0.0,0.01,0.11,9.0
My Boyfriend,2008.0,0.1,0.0,0.0,0.01,0.11,24.0
Utawarerumono: Chiriyukusha e no Komoriuta,2006.0,0.0,0.0,0.11,0.0,0.11,24.0
Dawn of Discovery,2009.0,0.07,0.03,0.0,0.01,0.11,7.0
Pro Evolution Soccer 2016,2015.0,0.04,0.06,0.0,0.01,0.11,144.0
Hyper Formation Soccer,1995.0,0.0,0.0,0.1,0.01,0.11,24.0
Tiger Woods PGA Tour 06,2005.0,0.08,0.02,0.0,0.0,0.11,4.0
Jupiter Strike,1994.0,0.06,0.04,0.0,0.01,0.11,24.0
Totally Spies! Totally Party,2008.0,0.09,0.01,0.0,0.01,0.11,24.0
Sudokuro,2007.0,0.1,0.0,0.0,0.01,0.11,24.0
ArmA III,2013.0,0.0,0.1,0.0,0.01,0.11,866.0
Saigo no Yakusoku no Monogatari,2011.0,0.0,0.0,0.11,0.0,0.11,24.0
Metal Gear Solid Integral,1999.0,0.0,0.0,0.1,0.01,0.11,24.0
Tetris Evolution,2007.0,0.08,0.02,0.0,0.01,0.11,24.0
Green Lantern: Rise of the Manhunters,2011.0,0.07,0.02,0.0,0.01,0.11,24.0
FIFA World Cup Germany 2006,2006.0,0.1,0.0,0.0,0.01,0.11,8.0
Fit in Six,2011.0,0.1,0.0,0.0,0.01,0.11,24.0
Reign of Fire,2002.0,0.08,0.02,0.0,0.0,0.11,7.0
Naruto Shippuden: Naruto vs. Sasuke,2008.0,0.07,0.0,0.03,0.0,0.11,24.0
MLB 14: The Show,2014.0,0.08,0.0,0.0,0.03,0.11,25.0
Rogue Warrior,2009.0,0.09,0.01,0.0,0.01,0.11,64.0
Sniper Elite,2010.0,0.07,0.02,0.0,0.01,0.11,24.0
Tales of the World: Reve Unitia,2014.0,0.0,0.0,0.11,0.0,0.11,24.0
Sakura Wars,2000.0,0.0,0.0,0.11,0.0,0.11,24.0
Jampack Volume 14 (RP-T),2006.0,0.05,0.04,0.0,0.01,0.11,24.0
Pro Yakyuu Team o Tsukurou! 2,2009.0,0.0,0.0,0.11,0.0,0.11,24.0
Mace Griffin: Bounty Hunter,2003.0,0.08,0.02,0.0,0.0,0.11,11.0
Naruto Shippuden 3D: The New Era,2011.0,0.0,0.04,0.06,0.01,0.11,24.0
Woody Woodpecker Racing,1999.0,0.06,0.04,0.0,0.01,0.11,24.0
Martian Gothic: Unification,2001.0,0.06,0.04,0.0,0.01,0.11,16.0
Final Fantasy XII International Zodiac Job System,2007.0,0.0,0.0,0.11,0.0,0.11,24.0
Fight Club,2004.0,0.08,0.02,0.0,0.0,0.11,13.0
WWE 2K17,2016.0,0.05,0.04,0.0,0.01,0.11,24.0
Carnage Heart,1995.0,0.01,0.01,0.09,0.01,0.11,24.0
Tom Clancy's Splinter Cell: Conviction,2010.0,0.0,0.08,0.0,0.02,0.11,672.0
"Grand Theft Auto: Mission Pack #1, London 1969",1998.0,0.06,0.04,0.0,0.01,0.11,24.0
Kamen Rider: Climax Heroes,2009.0,0.0,0.0,0.11,0.0,0.11,24.0
Robotics;Notes,2012.0,0.0,0.0,0.11,0.0,0.11,24.0
Disney Channel Collection Vol. 1,2004.0,0.08,0.03,0.0,0.0,0.11,24.0
Total Immersion Racing,2002.0,0.05,0.04,0.0,0.01,0.11,24.0
The Hardy Boys: The Hidden Theft,2009.0,0.07,0.03,0.0,0.01,0.11,24.0
Virtual Hydlide,1995.0,0.0,0.0,0.11,0.0,0.11,24.0
Rango: The Video Game,2011.0,0.07,0.03,0.0,0.01,0.11,24.0
Warriors Orochi 3,2012.0,0.0,0.0,0.11,0.0,0.11,24.0
Space Invaders,2002.0,0.08,0.03,0.0,0.0,0.11,24.0
FlatOut: Ultimate Carnage,2007.0,0.07,0.02,0.0,0.01,0.11,66.0
Viewtiful Joe: Double Trouble!,2005.0,0.08,0.0,0.01,0.01,0.11,24.0
Digimon Digital Card Battle,1999.0,0.06,0.04,0.0,0.01,0.11,44.0
Petz Fashion: Dogz & Catz,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Dragon Ball Z: Battle of Z,2014.0,0.0,0.04,0.06,0.01,0.11,54.0
Kuroko's Basketball: Miracle Game,2012.0,0.0,0.0,0.11,0.0,0.11,24.0
Aquapazza: Aquaplus Dream Match,2012.0,0.05,0.0,0.05,0.01,0.11,20.0
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,2006.0,0.0,0.0,0.11,0.0,0.11,24.0
Stronghold Kingdoms,2011.0,0.0,0.1,0.0,0.01,0.11,89.0
Yuusha no Kuse ni Namaikida Or 3D,2010.0,0.0,0.0,0.11,0.0,0.11,24.0
Lucha Libre AAA: Heroes del Ring,2010.0,0.1,0.0,0.0,0.01,0.11,10.0
Dead to Rights II,2005.0,0.08,0.02,0.0,0.0,0.11,5.0
Hysteria Hospital: Emergency Ward,2009.0,0.1,0.0,0.0,0.01,0.11,24.0
Project: Horned Owl,1995.0,0.03,0.02,0.05,0.01,0.11,24.0
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,2012.0,0.0,0.0,0.11,0.0,0.11,24.0
Pac-Man and the Ghostly Adventures 2,2014.0,0.05,0.04,0.0,0.01,0.11,10.0
Trauma Center: Under the Knife 2,2008.0,0.1,0.0,0.0,0.01,0.11,11.0
Dragon Ball Z Super Gokuden: Kakusei-Hen,1995.0,0.0,0.0,0.11,0.0,0.11,24.0
Busou Shinki: Battle Masters Mk. 2,2011.0,0.0,0.0,0.11,0.0,0.11,24.0
Skylanders Imaginators,2016.0,0.02,0.07,0.0,0.02,0.11,24.0
Cabela's Dangerous Hunts 2,2005.0,0.08,0.02,0.0,0.0,0.11,24.0
Fate/Extella: The Umbral Star,2016.0,0.0,0.0,0.11,0.0,0.11,24.0
Fairy Tail: Portable Guild,2010.0,0.0,0.0,0.11,0.0,0.11,24.0
Big League Sports: Summer,2009.0,0.09,0.0,0.0,0.01,0.11,24.0
SimCity 2000,2003.0,0.08,0.03,0.0,0.0,0.11,11.0
Brunswick Circuit Pro Bowling 2,2000.0,0.06,0.04,0.0,0.01,0.11,24.0
D,1995.0,0.0,0.0,0.1,0.01,0.11,24.0
Rock Revolution,2008.0,0.1,0.0,0.0,0.01,0.1,8.0
X-Men: The Official Game,2006.0,0.1,0.0,0.0,0.01,0.1,6.0
"Sakura Wars: So Long, My Love",2010.0,0.05,0.04,0.0,0.01,0.1,31.0
Ennichi no Tatsujin,2006.0,0.0,0.0,0.1,0.0,0.1,24.0
Mind Zero,2013.0,0.05,0.0,0.04,0.02,0.1,72.0
Rocky Balboa,2007.0,0.01,0.09,0.0,0.01,0.1,11.0
Wizardry VI: Bane of the Cosmic Forge,1995.0,0.0,0.0,0.1,0.0,0.1,24.0
Power Pocket Koushien,2005.0,0.0,0.0,0.1,0.0,0.1,24.0
Pro Yaky? Spirits 2010,2010.0,0.0,0.0,0.1,0.0,0.1,24.0
Taiko no Tatsujin: V Version,2015.0,0.0,0.0,0.1,0.0,0.1,24.0
Gravity Games Bike: Street Vert Dirt,2002.0,0.05,0.04,0.0,0.01,0.1,27.0
Top Spin,2005.0,0.05,0.04,0.0,0.01,0.1,12.0
Derby Stallion P,2006.0,0.0,0.0,0.1,0.0,0.1,24.0
Family Feud: 2012 Edition,2011.0,0.1,0.0,0.0,0.01,0.1,6.0
Kamen Rider: Battride War II,2014.0,0.0,0.0,0.1,0.0,0.1,24.0
Kenka Bancho Bros: Tokyo Battle Royale,2012.0,0.0,0.0,0.1,0.0,0.1,24.0
UFC: Tapout 2,2003.0,0.08,0.02,0.0,0.0,0.1,4.0
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,2007.0,0.0,0.0,0.1,0.0,0.1,24.0
The Book of Unwritten Tales,2009.0,0.0,0.08,0.0,0.02,0.1,144.0
My First Dollhouse,2010.0,0.1,0.0,0.0,0.01,0.1,24.0
Dreamer Series: Top Model,2009.0,0.1,0.0,0.0,0.01,0.1,24.0
Science Papa,2009.0,0.09,0.01,0.0,0.01,0.1,24.0
The Godfather: Mob Wars,2006.0,0.09,0.0,0.0,0.01,0.1,16.0
American Girl: Julie Finds a Way,2007.0,0.1,0.0,0.0,0.01,0.1,24.0
Taiko no Tatsujin: Don Don! Mystery Adventure,2016.0,0.0,0.0,0.1,0.0,0.1,24.0
Jikkyou Powerful Pro Yakyuu 10,2003.0,0.0,0.0,0.1,0.0,0.1,24.0
Ski-Doo Snowmobile Challenge,2009.0,0.1,0.0,0.0,0.01,0.1,24.0
Vexx,2003.0,0.08,0.02,0.0,0.0,0.1,10.0
F1 Career Challenge,2003.0,0.05,0.04,0.0,0.01,0.1,15.0
Pariah,2005.0,0.08,0.02,0.0,0.0,0.1,19.0
Cabela's Outdoor Adventures,2005.0,0.08,0.02,0.0,0.0,0.1,24.0
Fatal Frame 2: Wii Edition,2012.0,0.0,0.0,0.1,0.0,0.1,24.0
Metal Slug 3,2004.0,0.08,0.02,0.0,0.0,0.1,15.0
World Series of Poker: Tournament of Champions 2007 Edition,2006.0,0.1,0.0,0.0,0.01,0.1,24.0
Motocross Mania 3,2004.0,0.05,0.04,0.0,0.01,0.1,24.0
Sacred 3,2014.0,0.03,0.04,0.03,0.01,0.1,46.0
Yoostar2,2011.0,0.04,0.04,0.0,0.02,0.1,24.0
Pro Yakyuu Famista DS 2009,2009.0,0.0,0.0,0.1,0.0,0.1,24.0
Winning Eleven: Pro Evolution Soccer 2007,2006.0,0.09,0.0,0.0,0.01,0.1,33.0
Banjo-Pilot,2005.0,0.07,0.03,0.0,0.0,0.1,9.0
Gallop Racer 2006,2005.0,0.02,0.02,0.06,0.01,0.1,8.0
Wasteland 2,2015.0,0.03,0.06,0.0,0.01,0.1,1170.0
The First Templar,2011.0,0.06,0.04,0.0,0.01,0.1,26.0
Patapon 2,2008.0,0.0,0.03,0.06,0.01,0.1,62.0
Digimon Story: Lost Evolution,2010.0,0.0,0.0,0.1,0.0,0.1,24.0
Frogger: Ancient Shadow,2005.0,0.05,0.04,0.0,0.01,0.1,5.0
Princess Debut,2008.0,0.1,0.0,0.0,0.01,0.1,7.0
Pro Evolution Soccer 2014,2013.0,0.0,0.1,0.0,0.01,0.1,239.0
Despicable Me: The Game,2010.0,0.05,0.04,0.0,0.01,0.1,24.0
Metal Arms: Glitch in the System,2003.0,0.08,0.02,0.0,0.0,0.1,19.0
Etrian Odyssey II: Heroes of Lagaard,2014.0,0.0,0.0,0.1,0.0,0.1,24.0
The Bachelor: The Videogame,2010.0,0.1,0.0,0.0,0.01,0.1,24.0
Tom Clancy's Splinter Cell: Chaos Theory,2005.0,0.08,0.02,0.0,0.0,0.1,15.0
Escape From Monkey Island,2001.0,0.05,0.04,0.0,0.01,0.1,11.0
Disney's Chicken Little: Ace In Action,2008.0,0.09,0.0,0.0,0.01,0.1,24.0
The Lord of the Rings: Conquest,2009.0,0.09,0.01,0.0,0.01,0.1,6.0
Imagine: Soccer Captain,2009.0,0.1,0.0,0.0,0.01,0.1,24.0
Mickey's Speedway USA (weekly JP sales),2000.0,0.0,0.0,0.1,0.0,0.1,24.0
Brain Quest: Grades 5 & 6,2008.0,0.1,0.0,0.0,0.01,0.1,24.0
Who Wants to Be a Millionaire: 3rd Edition,2010.0,0.1,0.0,0.0,0.01,0.1,24.0
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,2006.0,0.0,0.0,0.1,0.0,0.1,24.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011.0,0.06,0.03,0.0,0.01,0.1,24.0
Power Rangers: Super Legends,2007.0,0.08,0.02,0.0,0.01,0.1,24.0
Macross 30: Ginga o Tsunagu Utagoe,2013.0,0.0,0.0,0.1,0.0,0.1,24.0
Kidou Senshi Gundam UC,2012.0,0.0,0.0,0.1,0.0,0.1,24.0
Gretzky NHL,2005.0,0.1,0.0,0.0,0.01,0.1,10.0
Corvette Evolution GT,2008.0,0.1,0.0,0.0,0.01,0.1,24.0
Momotarou Dentetsu 16,2007.0,0.0,0.0,0.1,0.0,0.1,24.0
Dropship: United Peace Force,2002.0,0.05,0.04,0.0,0.01,0.1,10.0
Road Rash: Jailbreak,2003.0,0.07,0.03,0.0,0.0,0.1,23.0
Syberia,2003.0,0.08,0.02,0.0,0.0,0.1,5.0
Thrillville: Off the Rails,2007.0,0.09,0.0,0.0,0.01,0.1,24.0
Cloudy With a Chance of Meatballs,2009.0,0.09,0.01,0.0,0.01,0.1,5.0
G1 Jockey 3,2002.0,0.02,0.01,0.07,0.0,0.1,10.0
Family Fun Football,2009.0,0.1,0.0,0.0,0.01,0.1,24.0
Atsumare! Power Pro Kun no DS Koushien,2008.0,0.0,0.0,0.1,0.0,0.1,24.0
Exit DS,2008.0,0.09,0.0,0.01,0.01,0.1,6.0
Revolution X,1995.0,0.06,0.04,0.0,0.01,0.1,24.0
Little Battlers eXperience W,2013.0,0.0,0.0,0.1,0.0,0.1,24.0
Riviera: The Promised Land,2004.0,0.07,0.03,0.0,0.0,0.1,21.0
Blades of Time,2012.0,0.07,0.02,0.0,0.01,0.1,30.0
Yggdra Union: We'll Never Fight Alone,2008.0,0.05,0.0,0.04,0.01,0.1,18.0
Top Gun: Combat Zones,2004.0,0.07,0.03,0.0,0.0,0.1,24.0
Dungeon Travelers 2: The Royal Library & The Monster Seal,2014.0,0.03,0.02,0.05,0.01,0.1,24.0
"Sesame Street: Ready, Set, Grover!",2011.0,0.1,0.0,0.0,0.01,0.1,24.0
Brooktown High: Senior Year,2007.0,0.09,0.0,0.0,0.01,0.1,24.0
Bujingai: The Forsaken City,2003.0,0.05,0.04,0.0,0.01,0.1,14.0
Doko Demo Issho,2004.0,0.0,0.0,0.1,0.0,0.1,24.0
Universe at War: Earth Assault,2008.0,0.09,0.01,0.0,0.01,0.1,57.0
Barbie in The 12 Dancing Princesses,2007.0,0.09,0.01,0.0,0.01,0.1,24.0
Gem Quest: 4 Elements,2011.0,0.05,0.05,0.0,0.01,0.1,24.0
Beyond Good & Evil,2003.0,0.08,0.02,0.0,0.0,0.1,24.0
Death By Degrees,2005.0,0.05,0.04,0.0,0.01,0.1,24.0
Just In Time Translations,2009.0,0.1,0.0,0.0,0.01,0.1,24.0
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,1995.0,0.0,0.0,0.1,0.01,0.1,24.0
Vandal Hearts II,1999.0,0.06,0.04,0.0,0.01,0.1,24.0
Samurai Warriors Chronicles 2nd,2012.0,0.0,0.0,0.1,0.0,0.1,24.0
Rome: Total War,2004.0,0.0,0.09,0.0,0.02,0.1,1050.0
Toaru Majutsu no Index,2011.0,0.0,0.0,0.1,0.0,0.1,24.0
Doom 3,2004.0,0.05,0.04,0.0,0.01,0.1,896.0
WireWay,2009.0,0.1,0.0,0.0,0.01,0.1,24.0
Astro Boy: The Video Game,2009.0,0.09,0.0,0.0,0.01,0.1,24.0
Uta no Prince-Sama: Music,2011.0,0.0,0.0,0.1,0.0,0.1,24.0
UNO / Skip-Bo / UNO Freefall,2006.0,0.1,0.0,0.0,0.01,0.1,24.0
Ride,2015.0,0.04,0.05,0.0,0.01,0.1,17.0
Culdcept DS,2008.0,0.0,0.0,0.1,0.0,0.1,24.0
NASCAR The Game: Inside Line,2012.0,0.09,0.0,0.0,0.01,0.1,27.0
How to Train Your Dragon 2,2014.0,0.03,0.06,0.0,0.02,0.1,24.0
JU-ON: The Grudge,2009.0,0.07,0.01,0.01,0.01,0.1,34.0
Yu-Gi-Oh! 5D's Wheelie Breakers,2009.0,0.09,0.01,0.0,0.01,0.1,24.0
Colin McRae Rally 04,2004.0,0.08,0.02,0.0,0.0,0.1,19.0
The King of Fighters: Dream Match 1999,1999.0,0.0,0.0,0.1,0.0,0.1,24.0
Monster Jam: Maximum Destruction,2002.0,0.07,0.03,0.0,0.0,0.1,24.0
FIFA Street,2005.0,0.08,0.02,0.0,0.0,0.1,9.0
Weiss Schwarz Portable,2011.0,0.0,0.0,0.1,0.0,0.1,24.0
Dora's Big Birthday Adventure,2010.0,0.09,0.01,0.0,0.01,0.1,24.0
The Sims 4: City Living,2016.0,0.02,0.08,0.0,0.01,0.1,30.0
Kirarin * Revolution: Mezase! Idol Queen,2007.0,0.0,0.0,0.1,0.0,0.1,24.0
Dungeons & Dragons Tactics,2007.0,0.09,0.0,0.0,0.01,0.1,24.0
X-Men: Children of the Atom,1998.0,0.06,0.04,0.0,0.01,0.1,24.0
Hot Wheels: Stunt Track Challenge,2004.0,0.08,0.02,0.0,0.0,0.1,5.0
America's Next Top Model,2008.0,0.1,0.0,0.0,0.01,0.1,24.0
Blitz: The League II,2008.0,0.08,0.01,0.0,0.01,0.1,13.0
Math Blaster in the Prime Adventure,2009.0,0.09,0.0,0.0,0.01,0.1,24.0
Blue Stinger,1999.0,0.0,0.0,0.1,0.0,0.1,24.0
Shellshock,1995.0,0.06,0.04,0.0,0.01,0.1,24.0
Miami Law,2009.0,0.09,0.0,0.0,0.01,0.1,4.0
Hot Wheels Ultimate Racing,2007.0,0.09,0.0,0.0,0.01,0.1,24.0
Capcom vs. SNK 2 EO,2003.0,0.08,0.02,0.0,0.0,0.1,13.0
Inazuma Eleven GO Strikers 2013,2012.0,0.0,0.0,0.1,0.0,0.1,24.0
Metal Gear Solid HD Edition,2011.0,0.0,0.0,0.1,0.0,0.1,24.0
Hunter: The Reckoning,2002.0,0.08,0.02,0.0,0.0,0.1,7.0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,2007.0,0.0,0.0,0.1,0.0,0.1,24.0
PictoImage,2007.0,0.09,0.0,0.0,0.01,0.1,24.0
Urban Chaos,1999.0,0.06,0.04,0.0,0.01,0.1,24.0
Alvin and the Chipmunks: Chipwrecked,2011.0,0.06,0.03,0.0,0.01,0.1,24.0
Creeper World 3: Arc Eternal,2009.0,0.0,0.0,0.1,0.0,0.1,24.0
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,2007.0,0.0,0.0,0.1,0.0,0.1,24.0
PDC World Championship Darts: Pro Tour,2010.0,0.0,0.08,0.0,0.02,0.1,24.0
Heavy Fire: Afghanistan,2011.0,0.09,0.0,0.0,0.01,0.1,24.0
Freaky Flyers,2003.0,0.05,0.04,0.0,0.01,0.1,24.0
Baten Kaitos Origins,2006.0,0.06,0.02,0.02,0.0,0.1,23.0
E·O·E: Eve of Extinction,2002.0,0.04,0.03,0.02,0.01,0.1,6.0
Football Manager 2014,2013.0,0.0,0.08,0.0,0.02,0.1,24.0
Dark Summit,2001.0,0.08,0.02,0.0,0.0,0.1,24.0
Penguin no Mondai: The World,2010.0,0.0,0.0,0.1,0.0,0.1,24.0
Flushed Away,2006.0,0.09,0.0,0.0,0.01,0.1,24.0
NHL 2004,2003.0,0.08,0.02,0.0,0.0,0.1,7.0
Hakuouki Portable,2009.0,0.0,0.0,0.1,0.0,0.1,24.0
Surf's Up,2007.0,0.09,0.0,0.0,0.01,0.1,9.0
Monkey Island: Special Edition Collection,2011.0,0.0,0.08,0.0,0.02,0.1,24.0
Cabela's Adventure Camp,2011.0,0.07,0.02,0.0,0.01,0.1,24.0
X-Men: The Official Game,2006.0,0.08,0.02,0.0,0.0,0.1,7.0
RLH: Run Like Hell,2002.0,0.05,0.04,0.0,0.01,0.1,9.0
Digimon Adventure,2013.0,0.0,0.0,0.1,0.0,0.1,24.0
Backyard Baseball '10,2009.0,0.09,0.0,0.0,0.01,0.1,24.0
Scribblenauts Unmasked: A DC Comics Adventure,2013.0,0.09,0.0,0.0,0.01,0.1,39.0
The Ant Bully,2006.0,0.05,0.04,0.0,0.01,0.1,6.0
Conflict: Global Terror,2005.0,0.08,0.02,0.0,0.0,0.1,8.0
Minority Report: Everybody Runs,2002.0,0.08,0.02,0.0,0.0,0.1,24.0
Monster Rancher EVO,2005.0,0.02,0.02,0.05,0.01,0.1,8.0
Football Director DS,2008.0,0.0,0.1,0.0,0.0,0.1,24.0
Project Hacker: Kakusei,2006.0,0.0,0.0,0.1,0.0,0.1,24.0
SimAnimals Africa,2009.0,0.08,0.02,0.0,0.01,0.1,24.0
Karaoke Revolution,2009.0,0.07,0.02,0.0,0.01,0.1,24.0
Terraria,2013.0,0.0,0.01,0.09,0.0,0.1,112.0
Guitar Hero: Van Halen,2009.0,0.05,0.04,0.0,0.01,0.1,24.0
The Whispered World,2009.0,0.0,0.08,0.0,0.02,0.1,77.0
Olympic Summer Games: Atlanta 1996,1996.0,0.06,0.04,0.0,0.01,0.1,24.0
Disney's The Haunted Mansion,2003.0,0.08,0.02,0.0,0.0,0.1,24.0
Tatsunoko vs. Capcom: Cross Generation of Heroes,2008.0,0.0,0.0,0.1,0.0,0.1,24.0
Alvin and the Chipmunks: Chipwrecked,2011.0,0.09,0.01,0.0,0.01,0.1,8.0
Water Sports,2009.0,0.05,0.04,0.0,0.01,0.1,24.0
Agatha Christie: The ABC Murders,2009.0,0.08,0.01,0.0,0.01,0.1,4.0
KORG DS-10 Synthesizer Plus,2009.0,0.07,0.0,0.02,0.01,0.1,24.0
Darius Gaiden,1995.0,0.0,0.0,0.1,0.0,0.1,24.0
Help Wanted: 50 Wacky Jobs,2008.0,0.06,0.03,0.0,0.01,0.1,5.0
All Kamen Rider: Rider Generation 2,2012.0,0.0,0.0,0.1,0.0,0.1,24.0
Beach Spikers: Virtua Beach Volleyball,2002.0,0.08,0.02,0.0,0.0,0.1,9.0
Draglade,2007.0,0.09,0.0,0.0,0.01,0.1,4.0
Scribblenauts Unmasked: A DC Comics Adventure,2013.0,0.09,0.0,0.0,0.01,0.1,20.0
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,2009.0,0.09,0.0,0.0,0.01,0.1,24.0
You Don't Know Jack: Mock 2,2000.0,0.06,0.04,0.0,0.01,0.1,24.0
3D Tank Warfare Simulator Panzer Front,1999.0,0.06,0.04,0.0,0.01,0.1,24.0
Jade Cocoon 2,2001.0,0.05,0.04,0.0,0.01,0.1,22.0
Lord of Apocalypse,2011.0,0.0,0.0,0.1,0.0,0.1,24.0
Igor: The Game,2008.0,0.09,0.0,0.0,0.01,0.1,24.0
Kabushiki Baibai Trainer: Kabutore!,2006.0,0.0,0.0,0.1,0.0,0.1,24.0
Dancing on Ice,2010.0,0.0,0.09,0.0,0.01,0.1,24.0
Mana Khemia: Student Alliance,2008.0,0.06,0.0,0.03,0.01,0.1,37.0
The Destiny of Zorro,2009.0,0.09,0.0,0.0,0.01,0.1,24.0
Sword & Sorcery,1996.0,0.0,0.0,0.1,0.0,0.1,24.0
Van Helsing,2004.0,0.07,0.03,0.0,0.0,0.1,6.0
Bee Movie Game,2007.0,0.05,0.04,0.0,0.01,0.1,4.0
Resident Evil: Revelations 2,2015.0,0.0,0.03,0.07,0.01,0.1,63.0
